_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,geometry
120,532,SH-01961,940,The East Mall,The East Mall,West,Eglinton Ave W,South,T2208,02,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5711741433645, 43.6713793753353]]}"
121,535,SH-03368,931,Yonge St,Yonge St,East,Baxter St,North,T3211,11,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3887875553688, 43.6754460973168]]}"
122,536,SH-02931,1349,Woodbine Ave,Cosburn Ave,North,Woodbine Ave,East,T9462,19,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3172403509514, 43.696538818131]]}"
123,537,SH-02989,3220,Kingston Rd,Kingston Rd,North,Pine Ridge Dr,East,T4220,20,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2264730722895, 43.7305756559038]]}"
124,541,SH-03207,25,Thunder Grv,None,None,Finch Ave E,None,None,23,None,Standard Daytech,Existing,Daytech,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2665310565643, 43.8085921391941]]}"
125,549,SH-01776,170,College St,College St,North,Mc Caul St,East,T838,11,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3932484409552, 43.6593649940309]]}"
126,553,SH-03682,1901,Mccowan Rd,Mccowan Rd,East,Nugget Ave,South,T1310,23,Sheppard East Village,B,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2595456211953, 43.7917635618213]]}"
127,561,SH-03386,4899-4931,Bathurst St,Bathurst St,East,Finch Ave W,South,T136,18,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4427049883412, 43.7735588273134]]}"
128,564,SH-03008,2669,Jane St,Jane St,South,Sheppard Ave W,East,T3920,06,None,D,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5129098055454, 43.7390950333432]]}"
129,569,SH-01199,705,Mccowan Rd,Lawrence Ave E,South,Mccowan Rd,East,T9650,24,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.245287646136, 43.7557523834569]]}"
130,570,SH-02710,191,Attwell Dr,Farnboro Rd,South,Attwell Dr,East,T11202,01,None,Canopy,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5868915027371, 43.6915663449078]]}"
131,576,SH-03419,259,The Kingsway,Royal York Rd,West,Strath Humber Crt,North,T1519,02,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5179939232959, 43.6619097116204]]}"
132,582,SH-00913,1165,Leslie St,Leslie St,East,None,None,T9165,16,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3513497978876, 43.7275623016046]]}"
133,585,SH-02797,1581,The Queensway,The Queensway,South,Atomic Ave,West,T6871,03,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5409899379718, 43.6175800303309]]}"
134,587,SH-01740,155,Rochman Blvd,Markham Rd,West,Rochman Blvd,South,T5581,24,None,B,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2271287074935, 43.7640934198044]]}"
135,588,SH-02198,3181,Finch Ave E,Bayview Ave,East,Finch Ave E,North,T292,17,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3921360889512, 43.7856447509894]]}"
136,593,SH-02388,570,Eglinton Ave W,Eglinton Ave W,North,Gilgorm Rd,East,T2353,08,The Eglinton Way,B,Temporarily Removed,Enseicom,None,Yes,Temporarily Removed,,"{'type': 'MultiPoint', 'coordinates': [[-79.4169067282425, 43.7029065237741]]}"
137,603,SH-00296,20,Redgrave Dr,Martin Grove Rd,West,Redgrave Dr,North,T5637,01,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5674127550639, 43.6835046758123]]}"
138,608,SH-01347,None,None,Avenue Rd,West,Old Orchard Grv,North,None,08,None,Standard Ancaster,Existing,Ancaster,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.419651500693, 43.7319287479754]]}"
139,609,SH-00933,5055,Dundas St W,Dundas St W,South,Michael Power Pl,East,T5025,03,Village of Islington,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5313695538403, 43.6456823658032]]}"
140,610,SH-02886,801,Birchmount Rd,Birchmount Rd,East,Bonniewood Rd,South,T384,20,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2768584332641, 43.7275859279227]]}"
141,617,SH-02481,85,Silver Springs Blvd,Finch Ave E,North,Birchmount Rd,East,T2568,22,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3030234308843, 43.7998589565881]]}"
142,621,SH-03338,27,Sultan Pool Dr,Finch Ave W,North,Martin Grove Rd,West,T11200,01,None,A,Temporarily Removed,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5924239751758, 43.7367460711185]]}"
143,622,SH-02205,3840,Bathurst St,Bathurst St,West,Delhi Ave,South,T81,06,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4347838998722, 43.7399175832454]]}"
144,623,SH-00160,4685X,Eglinton Ave W,Eglinton Ave W,South,Eglinton Ave W,East,T2382,02,None,A,Temporarily Removed,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5626256839447, 43.6743910279804]]}"
145,627,SH-01311,1,Lord Seaton Rd,Yonge St,East,Lord Seaton Rd,South,T9022,15,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4078673728122, 43.7523897914866]]}"
146,629,SH-02228,450,Commissioners St,Carlaw Ave,West,Commissioners St,North,T6286,14,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3357314349486, 43.6527523891201]]}"
147,633,SH-01752,76,Bombay Ave,Bombay Ave,South,Avenue Rd,East,T14189,06,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4242056966205, 43.7435850397043]]}"
148,634,SH-00596,925,Dixon Rd,Dixon Ave,South,Carlingview Dr,West,T4975,01,None,D,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5958349776508, 43.6865768063261]]}"
149,635,SH-00422,135,Davenport Rd,Davenport Rd,West,New St,North,T948,11,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3931622417283, 43.6747001895889]]}"
150,637,SH-01937,2037,Eglinton Ave W,Eglinton Ave W,South,Nairn Ave,West,T2386,09,None,B,Temporarily Removed,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.4561629979438, 43.6943020822139]]}"
151,639,SH-01731,2367,Yonge St,Yonge St,East,Broadway Ave,South,T8961,12,Uptown Yonge,B,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3988015508259, 43.7094042232691]]}"
152,643,SH-02248,111,Combermere Dr,Parkwoods Village Dr,North,Combermere Dr,West,T8026,16,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3194026230889, 43.7583364788053]]}"
153,651,SH-02532,159,Bellefontaine St,Finch Ave E,South,Milliken Blvd,West,T10658,22,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2945173537557, 43.8016574449148]]}"
154,654,SH-02204,1397,Lawrence Ave W,Lawrence Ave W,Southeast,Keele St,East,T5381,05,Lawrence Ingram Keele,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4773500714262, 43.7088520716264]]}"
155,658,SH-02178,815,Eglinton Ave E,None,None,Parklea Dr,None,None,15,None,Standard Daytech,Existing,Daytech,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3644377876701, 43.7131184259358]]}"
156,666,TR-04080,194,Wellesley St E,Wellesley St E,North,Sherbourne St,East,T8637,13,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3744485674584, 43.6672056548791]]}"
157,668,SH-02551,895,Lawrence Ave E,The Donway W,West,Lawrence Ave E,South,T5261,16,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3466310345606, 43.7362822387435]]}"
158,678,SH-00957,1300,Sheppard Ave W,Sheppard Ave W,North,Tuscan Gt,East,T3113,06,DuKe Heights,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4827560123092, 43.7530681560645]]}"
159,680,SH-01353,950,King St W,King St W,North,Strachan Ave,East,T4188,10,None,B,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4117354663984, 43.6421568585306]]}"
160,682,SH-02085,20,Bamburgh Crcl,Warden Ave,West,Bamburgh Crcl,North,T10566,22,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3246910156712, 43.8163995096553]]}"
161,686,SH-01406,1960,Eglinton Ave E,Eglinton Ave E,North,Warden Ave,East,T2318,21,None,C,Temporarily Removed,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2873012121127, 43.7281071522536]]}"
162,688,SH-00465,4914,Dundas St W,Burnhamthorpe Cres,East,Dundas St W,North,T672,03,Village of Islington,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5291355001912, 43.6490470465459]]}"
163,698,SH-02990,30,Esterbrooke Ave,Esterbrooke Ave,North,Don Mills Rd W,West,T1928,17,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3489964780836, 43.779212766156]]}"
164,701,SH-01430,31,Tapscott Rd,Neilson Rd,West,Mclevin Ave,South,T11714,23,None,B,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.220038931172, 43.8079695870767]]}"
165,702,SH-00011,940,The East Mall,Eglinton Ave W,West,The East Mall,North,T2343,02,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5715395834368, 43.6716184925173]]}"
166,703,SH-01856,370,Dundas St W,Dundas St W,North,Beverley St,East,T2147,11,None,C,Temporarily Removed,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3936934020325, 43.653921409815]]}"
167,707,SH-02833,1507,Avenue Rd,Avenue Rd,East,Lawrence Ave W,South,T4786,08,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4153331121481, 43.7221417333179]]}"
168,708,SH-01564,9,Field Sparroway,Leslie St,West,Finch Ave E,North,T5443,17,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3683629427033, 43.790478605441]]}"
169,713,SH-01793,1051,Martin Grove Rd,Martin Grove Rd,East,409 W Martin Grove Ramp,North,T5592,01,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5747703798646, 43.7004166751223]]}"
170,721,SH-01896,11,Vanderbrent Cres,Martin Grove Rd,West,Tollington Rd,South,T5650,01,None,D,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5689098394765, 43.6869052326192]]}"
171,726,SH-02099,2,Upton Rd,None,None,Upton Rd,None,None,20,None,Standard Daytech,Existing,Daytech,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2839510253476, 43.7185745384379]]}"
172,736,SH-01246,86,Guildwood Pkwy,None,None,Guildwood Pkwy,None,None,24,None,Standard Daytech,Existing,Daytech,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2011238607754, 43.7472442282591]]}"
173,773,SH-02691,60,Skyview Cres,Don Mills Rd,West,Havenbrook Blvd,None,T1943,17,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3467114378312, 43.769794246148]]}"
174,774,SH-03413,2255,Sheppard Ave E,Sheppard Ave E,South,Settlers Rd,West,T7244,17,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.326913638953, 43.7745350497233]]}"
175,782,SH-03967,52,Rabbit Lane,The East Mall,East,West Deane Park Dr,South,T2223,02,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5689145445444, 43.65914306355]]}"
176,791,SH-00329,519,Warden Ave,None,None,Danforth Rd,None,None,20,None,Standard Daytech,Temporarily Removed,Daytech,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2748135309941, 43.6967702702611]]}"
177,799,SH-03329,3083,Yonge St,Lawrence Ave E,South,Yonge St,East,T1235,15,Yonge Lawrence Village,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4017840019306, 43.7250602233148]]}"
178,804,SH-02898,39,Elford Blvd,Islington Ave,East,Titan Rd,South,T3849,03,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5175203636794, 43.6307497686293]]}"
179,813,SH-01276,1600,Keele St,Rogers Rd,South,Keele St,West,T6030,05,Rogers Road,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4718850029827, 43.6820083270553]]}"
180,820,SH-03159,440X,Burnhamthorpe Rd,The East Mall,West,Burnhamthorpe Rd,South,T2203,02,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5600372931958, 43.6459330513469]]}"
181,822,SH-03027,540,College St,College St,North,Euclid Ave,East,T831,11,Little Italy,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.411246810047, 43.6558467251361]]}"
182,826,SH-02229,384,Mount Pleasant Rd,Mount Pleasant Rd,West,Merton St,North,T5834,12,None,B,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.386610551748, 43.6983001656373]]}"
183,839,SH-02745,2,Yorkview Dr,Royal York Rd,West,Yorkview Dr,North,T7043,03,None,D,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5046591523224, 43.6309174249969]]}"
184,842,SH-00246,166,Park St,None,None,Midland Ave,None,None,20,None,Standard Daytech,Existing,Daytech,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2486915313964, 43.7121005194783]]}"
185,847,SH-02640,1335,Dundas St W,Dundas St W,South,Lisgar St,West,T2172,09,Little Portugal,B,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.4269923241825, 43.6494428051295]]}"
186,856,SH-00056,660,Eglinton Ave E,Eglinton Ave E,North,Bayview Ave,East,T2239,15,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3768471526202, 43.7112684160362]]}"
187,861,SH-00579,1435,Queen St W,Queen St W,South,Jameson Ave,West,T6840,04,Parkdale Village,D,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.437477575558, 43.640344045188]]}"
188,866,SH-02221,2400,Keele St,None,None,Lawrence Ave W,None,None,05,Lawrence Ingram Keele,Standard Daytech,Existing,Daytech,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4782660483521, 43.7088196558649]]}"
189,873,SH-00679,1,Queen St E,Queen St E,South,Victoria St,West,T3076,13,Downtown Yonge,B,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3782753055663, 43.6525523811632]]}"
190,876,SH-00066,1,Nugent Rd,Kipling Ave,East,Nugent Rd,South,T4349,02,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5566315339787, 43.6903186072637]]}"
191,882,SH-01286,3300,Lawrence Ave E,Lawrence Ave E,North,Bellamy Rd N,West,T5232,24,None,D,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2356982503563, 43.7577845203689]]}"
192,884,SH-02494,2363,Eglinton Ave W,Eglinton Ave W,South,Gilbert Ave,West,None,08,None,Standard Daytech,Existing,Daytech,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4635733202158, 43.6924950458786]]}"
193,885,SH-00486,1,Battinger Gt,Mccowan Rd,West,Alton Towers Crcl,North,T9810,23,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2761461532464, 43.8270425107475]]}"
194,886,SH-03778,2555,Eglinton Ave W,Eglinton Ave W,South,Scott Rd,West,None,05,Eglinton Hill,Standard Daytech,Existing,Daytech,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.472834154826, 43.690566978878]]}"
195,891,SH-00209,595,Bay St,Dundas St W,North,Bay St,East,T2143,11,Downtown Yonge,B,Temporarily Removed,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3834451721723, 43.6558678372651]]}"
196,892,SH-02785,1,Atrium Lane,Sheppard Ave E,East,Atrium Lane,South,T7180,25,None,D,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.1502688450977, 43.8009277528319]]}"
197,897,SH-01912,1151,Weston Rd,Eglinton Ave E,North,Weston Rd,East,T2419,05,Mount Dennis,C,Temporarily Removed,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4893220558193, 43.6871862723622]]}"
198,902,SH-00039,2699,Jane St,Sheppard Ave W,None,Jane St,None,T6068,07,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5128269845013, 43.7396106595895]]}"
199,909,SH-01118,22,Relmar Rd,Spadina Rd,West,Strathearn Blvd,South,T4616,12,Forest Hill Village,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4136220468431, 43.6906804034748]]}"
200,912,SH-00053,2,Learmont Dr,Kipling Ave,West,Learmont Dr,North,T4336,02,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5569931983155, 43.6902695774691]]}"
201,921,SH-03110,909,Warden Ave,Warden Ave,East,Ashtonbee Rd,South,T8530,21,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2885397389589, 43.7306083457337]]}"
202,922,SH-03471,1001,The Queensway,The Queensway,South,Islington Ave,West,T6894,03,Shop The Queensway,A,Temporarily Removed,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5150712478339, 43.6233774685733]]}"
203,926,SH-03861,600,Eglinton Ave W,Chaplin Cres,West,Eglinton Ave W,North,T3411,08,The Eglinton Way,A,Temporarily Removed,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4178394967042, 43.7028193455574]]}"
204,928,SH-03814,66,Dunsfold Dr,Neilson Rd,West,Finch Ave E,South,T11667,23,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2274941026272, 43.8157812818571]]}"
205,947,SH-03571,27,Edenvale Cres,Eglinton Ave W,South,Royal York Rd,West,T2402,02,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5268648635911, 43.6821101894886]]}"
206,949,SH-04004,3420,Finch Ave E,Finch Ave E,North,Warden Ave,East,T2570,22,None,D,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3153624101445, 43.7970210510949]]}"
207,951,SH-00146,554,Queen St E,Queen St E,North,River St,East,T3067,13,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3563760476096, 43.6574745942769]]}"
208,961,SH-02235,1601,Eglinton Ave W,Eglinton Ave W,South,Oakwood Ave,West,None,12,York-Eglinton,Standard Daytech,Temporarily Removed,Daytech,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4429881661788, 43.697174432713]]}"
209,962,SH-02657,2,Sandfield Rd,York Mills Rd,South,Sandfield Rd,West,T7472,15,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3751017393902, 43.7503939735246]]}"
210,969,SH-03490,80,Sackville St,Queen St E,South,Sackville St,West,T3068,13,Historic Queen East,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3618182884149, 43.6560963816604]]}"
211,972,SH-00554,816,Jane St,Jane St,West,Haney Ave,North,T3902,05,None,C,Temporarily Removed,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4949277996876, 43.6741282101037]]}"
212,974,SH-01281,1840,Eglinton Ave W,Dufferin St,West,Eglinton Ave W,North,T2046,08,York-Eglinton,A,Temporarily Removed,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4506101886367, 43.6958179214962]]}"
213,985,SH-01329,2012,Sheppard Ave W,Sheppard Ave W,South,Laura Rd,East,T7260,07,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5168207338711, 43.73849543041]]}"
214,996,SH-02655,2402,Eglinton Ave W,Eglinton Ave W,North,Gabian Way,East,T2398,05,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.467387599221, 43.6919301512962]]}"
215,1001,SH-01760,3701,Danforth Ave,Kingston Rd,North,Glen Everest Rd,West,T4228,20,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2567048855371, 43.6978743532291]]}"
216,1002,SH-02513,75,Birchmount Rd,Birchmount Rd,East,Hollis Ave,South,T7551,20,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2629880397522, 43.6948957878005]]}"
217,1005,SH-01890,172,Main St,None,None,Main St,None,None,19,None,Canopy,Existing,Daytech,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3001935053529, 43.6842375924023]]}"
218,1006,SH-01485,2685,Eglinton Ave W,Eglinton Ave W,South,Bicknell Ave,East,None,05,Eglinton Hill,Standard Daytech,Existing,Daytech,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4768411006627, 43.6896600979664]]}"
